,0,1,2,3,4
0,0.34810488825284885,0.6747402543057578,0.4421639367046828,0.5824102461306129,0.22224235190515224
1,0.34711161623206394,0.6767678624550977,0.6499456455380294,0.5476727912224262,0.2285365970941527
2,0.3653653107683803,0.6659324720005985,0.8477674273209788,0.6066460771273897,0.06782194555888219
3,0.4278527658884964,0.6643238988803363,0.2940329899820726,0.5430205239451685,0.22255700802691022
4,0.304420636213962,0.6846193298812577,0.7260343695694964,0.698430371439664,0.0
5,0.41556620813407735,0.6678791345265107,0.5272653208422377,0.554203079355629,0.21974032096947974
6,0.45541624556570154,0.573171078886333,0.5315831622398137,0.5899188824022903,0.2280151869046921
7,0.4165595227161541,0.624130946824396,0.472459319950843,0.5737503878232438,0.22039624755150417
8,0.3392642781688346,0.674217943866605,0.516742462636528,0.5748723999267004,0.2230463345804326
9,0.35185289859123303,0.663124641523848,0.0,0.6586380987002645,0.21974032096947974
10,0.3315886081605476,0.6782027124002842,0.5476716055304339,0.5711927900678514,0.21974032096947974
11,0.42741020471722524,0.6759361552884096,0.6163804339188421,0.0,1.0
12,0.3552675624001465,0.671319307053743,0.28059127739689393,0.6106842890910571,0.21113490643386218
13,0.37905021598372945,0.6716006708284586,0.7094042006458903,0.5208077554010893,0.22023959208104063
14,0.3658473735760246,0.6525755963806652,0.2537003606162449,0.6205937697397567,0.22435687696197257
15,0.3579270534645733,0.6434837409770988,1.0,0.5146050159074128,0.22362621717472772
16,0.3579270534645733,0.6434837409770988,1.0,0.5146050159074128,0.22362621717472772
17,0.3055569579531488,0.6752731713841474,0.43159612430319794,0.6006595051761195,0.2265453345428261
18,0.3819597149032553,0.8055659971207099,0.821652857372963,0.4055373365453587,0.21983981638588848
19,0.3596865758817319,0.6700295739984015,0.41807380924141285,0.5835777593944722,0.22045566514542544
20,0.5548714581708412,0.5709580125566309,0.7531230830401221,0.5403526423354249,0.19899480465026423
21,0.0,1.0,0.6688147454683788,0.43005353756928166,0.21672602605205676
22,0.5859143139535791,0.40665058230278933,0.7449548665755408,0.6589804992088071,0.22265427404635946
23,1.0,0.0,0.5392498321366187,1.0,0.25163195792414494
24,0.3719882716309166,0.6706028642177125,0.47733075505555844,0.5693398894651653,0.22194535811909014
25,0.42182631399809656,0.6882341985935571,0.6058090727449136,0.5075749681607107,0.23197873930943713
26,0.35248452437444455,0.670333527404879,0.6868848386638475,0.5395951809329927,0.220047042012394
27,0.23427820127797952,0.566367654814342,0.5805679476724159,0.7338990051339537,0.21884385057839978
28,0.31040833004355645,0.6772223579070776,0.33778098194945405,0.6256637233696991,0.21858107887262573
29,0.3618997036989308,0.6693057128809516,0.3678608830029752,0.5891460944459916,0.2212575306183755
30,0.3508495757369435,0.6697969087200089,0.22841852600061818,0.6152295791333752,0.21973794620953624
31,0.3846245642022793,0.6597558525968303,0.49058213877479356,0.553471871864194,0.21994779554982571
32,0.37883805511514196,0.6624548601340309,0.5031946234923133,0.5550954525034193,0.21742665945591674
33,0.30269031380218003,0.7168934777611917,0.790273436450811,0.5078173779796534,0.224740199339969
34,0.40512911603326185,0.6604152630786615,0.572987437590244,0.5415552995080584,0.22180316136775932
35,0.3384636201793179,0.6793592621650983,0.33290794998767215,0.600272029299662,0.22089297111706366
36,0.35540693803172535,0.6676036702211177,0.15284702396232225,0.6265153059887665,0.22012763811378577
37,0.3797862983191059,0.6695921064238763,0.7015370009579704,0.5297888882418156,0.21240474646678353
